account,campaign_group,campaign,creative,share_id,timeRange_start_utc,timeRange_end_utc,member_device,placement_name,creative_format,video_duration_sec,video_views,v25,v50,v75,v100,avg_watch_time_sec,impressions,clicks,spend_local,currency_code,pipeline_status,lifecycle_status,quarantine_reason,ingestion_time,row_id,row_hash,source_file,ingested_at_utc
li_acct_5,li_cg_60,li_camp_161,li_cre_667,,2025-12-21T00:00:00+00:00,2025-12-21T01:00:00+00:00,Mobile,Audience Network,SINGLE_IMAGE,,,,,,,,30,1,0.010045,USD,RECEIVED,ACTIVE,,2025-12-21T02:00:00+00:00,row_909m7yeq1upt,hash_fub4suovgegztn,linkedin_20251221_00.csv,2025-12-23T00:27:00+00:00
li_acct_11,li_cg_33,li_camp_44,li_cre_689,li_sh_7,2025-10-15T13:00:00+00:00,2025-10-15T14:00:00+00:00,Desktop,Audience Network,SINGLE_IMAGE,,,,,,,,138,1,0.03186,USD,RECEIVED,ARCHIVED,,2025-10-16T01:00:00+00:00,row_gi5t5dyjjlky,hash_10srmg6k93shqu,linkedin_20251015_13.csv,2025-10-15T13:49:00+00:00
li_acct_5,li_cg_72,li_camp_113,li_cre_1592,li_sh_327,2025-12-14T15:00:00+00:00,2025-12-14T16:00:00+00:00,Other,Right Rail,SINGLE_IMAGE,,,,,,,,145,7,0.159528,USD,ENRICHED,ACTIVE,,2025-12-14T15:00:00+00:00,row_wo5w1o5bta7q,hash_edx3dgh2mnufhw,linkedin_20251214_15.csv,2025-12-15T03:38:00+00:00
li_acct_18,,li_camp_79,li_cre_2102,,2025-10-20T19:00:00+00:00,2025-10-20T20:00:00+00:00,Other,Feed,VIDEO,90.0,57.0,29.0,45.0,7.0,13.0,34.08,354,25,0.478015,EUR,PUBLISHED,DRAFT,,2025-10-20T19:00:00+00:00,row_obrmmjam5w43,hash_3ugryht1b38pre,linkedin_20251020_19.csv,2025-10-20T21:37:00+00:00
li_acct_3,li_cg_50,li_camp_52,li_cre_907,li_sh_868,2025-11-26T15:00:00+00:00,2025-11-26T16:00:00+00:00,Moble,Audience Network,EVENT_AD,,,,,,,,210,5,0.190745,USD,PUBLISHED,ACTIVE,,2025-11-26T17:00:00+00:00,row_ozxeo41t7tof,hash_lk7d1v91badvug,linkedin_20251126_15.csv,2025-11-26T17:39:00+00:00
li_acct_3,li_cg_28,li_camp_82,li_cre_2277,li_sh_467,2025-12-06T01:00:00+00:00,2025-12-06T02:00:00+00:00,Desktop,Audience Network,EVENT_AD,,,,,,,,276,28,0.080564,AUD,ENRICHED,ACTIVE,,2025-12-06T03:00:00+00:00,row_ffmifwr138ze,hash_sp04s2oh3ocwb2,linkedin_20251206_01.csv,2025-12-06T07:18:00+00:00
li_acct_16,li_cg_3,li_camp_171,li_cre_1651,,2025-10-19T20:00:00+00:00,2025-10-19T21:00:00+00:00,Desktop,Audience Network,VIDEO,30.0,11.0,5.0,7.0,9.0,0.0,21.83,66,3,0.030872,AUD,VALIDATED,ACTIVE,,2025-10-20T08:00:00+00:00,row_a9lqrx5ng4bu,hash_9do8gzd3dyhe7g,linkedin_20251019_20.csv,2025-10-20T20:48:00+00:00
li_acct_20,li_cg_6,li_camp_78,li_cre_576,li_sh_245,2025-11-29T17:00:00+00:00,2025-11-29T18:00:00+00:00,Desktop,Audience Network,VIDEO,45.0,40.0,25.0,19.0,3.0,17.0,33.23,154,2,0.237823,PHP,VALIDATED,ACTIVE,,2025-11-29T19:00:00+00:00,row_uzr6vnb33tx9,hash_6jo2un6gd0wx0a,linkedin_20251129_17.csv,2025-11-29T23:52:00+00:00
li_acct_15,,li_camp_21,li_cre_1984,li_sh_646,2025-11-02T07:00:00+00:00,2025-11-02T08:00:00+00:00,Desktop,Feed,MESSAGE_AD,,,,,,,,30,0,0.022393,PHP,VALIDATED,LIMITED,,2025-11-02T19:00:00+00:00,row_23kbq1yavhtc,hash_gj6u8zgaphnub3,linkedin_20251102_07.csv,2025-11-02T09:08:00+00:00
li_acct_13,li_cg_24,li_camp_93,li_cre_1505,li_sh_562,2025-09-28T07:00:00+00:00,2025-09-28T08:00:00+00:00,Other,Right Rail,MESSAGE_AD,,,,,,,,125,9,0.110094,USD,PUBLISHED,ACTIVE,,2025-09-29T07:00:00+00:00,row_9chdy7b8mf9z,hash_1ovdjyvg6pzola,linkedin_20250928_07.csv,2025-09-28T09:09:00+00:00
li_acct_11,,li_camp_66,li_cre_174,,2026-01-12T18:00:00+00:00,2026-01-12T19:00:00+00:00,Desktop,Audience Network,MESSAGE_AD,,,,,,,,103,1,0.174663,PHP,QUARANTINED,LIMITED,,2026-01-13T06:00:00+00:00,row_ulrt1xj9d4su,hash_a7xfnb2q92pmqk,linkedin_20260112_18.csv,2026-01-12T19:05:00+00:00
li_acct_5,li_cg_54,li_camp_124,li_cre_287,li_sh_841,2025-11-03T10:00:00+00:00,2025-11-03T11:00:00+00:00,Desktop,Audience Network,SINGLE_IMAGE,,,,,,,,181,7,0.114372,PHP,ENRICHED,ACTIVE,,2025-11-03T12:00:00+00:00,row_nmbuoqmkcqfc,hash_l3ah028lh29q3h,linkedin_20251103_10.csv,2025-11-04T10:13:00+00:00
li_acct_10,,li_camp_169,li_cre_509,li_sh_495,2025-12-31T19:00:00+00:00,2025-12-31T20:00:00+00:00,Mobile,Feed,CAROUSEL,,,,,,,,203,6,0.095826,AUD,VALIDATED,ACTIVE,,2025-12-31T21:00:00+00:00,row_k89bsvq9lwvy,hash_r6eyajaxq2oh7i,linkedin_20251231_19.csv,2026-01-01T19:23:00+00:00
li_acct_6,li_cg_47,li_camp_89,li_cre_1250,,2026-01-04T05:00:00+00:00,2026-01-04T06:00:00+00:00,Desktop,Right Rail,MESSAGE_AD,,,,,,,,110,3,0.084495,USD,ENRICHED,ACTIVE,,2026-01-05T05:00:00+00:00,row_x9h8rnnve2gi,hash_8h5oz36b0r1ts7,linkedin_20260104_05.csv,2026-01-04T07:57:00+00:00
li_acct_16,li_cg_47,li_camp_95,li_cre_2108,,2025-11-09T20:00:00+00:00,2025-11-09T21:00:00+00:00,Desktop,Audience Network,EVENT_AD,,,,,,,,178,1,0.157805,sgd,VALIDATED,ACTIVE,,2025-11-10T08:00:00+00:00,row_poq45i1mvg34,hash_eq95cpgaiy8ztn,linkedin_20251109_20.csv,2025-11-11T20:28:00+00:00
li_acct_15,,li_camp_36,li_cre_2162,li_sh_271,2025-10-28T08:00:00+00:00,2025-10-28T09:00:00+00:00,Moble,Audience Network,EVENT_AD,,,,,,,,466,27,0.167309,EUR,VALIDATED,ACTIVE,,2025-10-28T08:00:00+00:00,row_5zsf3udi7cy6,hash_8ii6si9xnjx2ws,linkedin_20251028_08.csv,2025-10-30T08:24:00+00:00
li_acct_19,li_cg_5,li_camp_65,li_cre_514,li_sh_667,2025-11-02T13:00:00+00:00,2025-11-02T14:00:00+00:00,Moble,Right Rail,SINGLE_IMAGE,,,,,,,,124,3,0.145966,AUD,VALIDATED,ACTIVE,,2025-11-03T13:00:00+00:00,row_lm0xo8eggip4,hash_b4lx716ow2warz,linkedin_20251102_13.csv,2025-11-02T13:35:00+00:00
li_acct_7,,li_camp_163,li_cre_2299,li_sh_309,2025-11-08T21:00:00+00:00,2025-11-08T22:00:00+00:00,Mobile,Right Rail,EVENT_AD,,,,,,,,486,12,0.37111,PHP,PUBLISHED,ACTIVE,,2025-11-08T21:00:00+00:00,row_19nwwt8ue0vt,hash_33scwpexyc4abe,linkedin_20251108_21.csv,2025-11-09T09:36:00+00:00
li_acct_10,li_cg_65,li_camp_22,li_cre_1727,,2025-12-09T17:00:00+00:00,2025-12-09T18:00:00+00:00,Moble,Audience Network,EVENT_AD,,,,,,,,155,9,0.051861,SGD,QUARANTINED,ACTIVE,,2025-12-09T19:00:00+00:00,row_odwhucqvuceh,hash_8zzlqfxgxqrbf2,linkedin_20251209_17.csv,2025-12-09T18:27:00+00:00
li_acct_9,li_cg_31,li_camp_60,li_cre_594,li_sh_809,2025-11-17T23:00:00+00:00,2025-11-18T00:00:00+00:00,Moble,Feed,CAROUSEL,,,,,,,,105,2,0.076998,USD,PUBLISHED,ACTIVE,,2025-11-18T11:00:00+00:00,row_1lnqir3tsamc,hash_t3thc4qxyl701h,linkedin_20251117_23.csv,2025-11-18T01:35:00+00:00
li_acct_2,li_cg_74,li_camp_171,li_cre_818,li_sh_709,2025-12-11T06:00:00+00:00,2025-12-11T07:00:00+00:00,Desktop,Right Rail,CAROUSEL,,,,,,,,212,3,0.313953,SGD,ENRICHED,ACTIVE,,2025-12-11T06:00:00+00:00,row_arq5cyuy06fl,hash_d4fehrtqwpia9z,linkedin_20251211_06.csv,2025-12-11T06:40:00+00:00
li_acct_12,li_cg_15,li_camp_59,li_cre_1854,,2025-12-17T03:00:00+00:00,2025-12-17T04:00:00+00:00,Mobile,Audience Network,MESSAGE_AD,,,,,,,,266,12,0.093766,AUD,ENRICHED,ACTIVE,,2025-12-17T15:00:00+00:00,row_2cwl2wmmwv6e,hash_us0wtuehfv24h0,linkedin_20251217_03.csv,2025-12-17T05:53:00+00:00
li_acct_3,,li_camp_97,li_cre_854,li_sh_277,2025-11-16T08:00:00+00:00,2025-11-16T09:00:00+00:00,Desktop,Audience Network,EVENT_AD,,,,,,,,38,1,0.068043,PHP,VALIDATED,PAUSED,,2025-11-16T20:00:00+00:00,row_fdwvmnj09xsb,hash_8xpcv5uht5p7wx,linkedin_20251116_08.csv,2025-11-17T08:44:00+00:00
li_acct_16,li_cg_33,li_camp_97,li_cre_1371,li_sh_437,2025-11-17T06:00:00+00:00,2025-11-17T07:00:00+00:00,Desktop,Audience Network,MESSAGE_AD,,,,,,,,83,1,-0.102921,USD,PUBLISHED,ACTIVE,,2025-11-17T18:00:00+00:00,row_cixfns24mjs3,hash_2o8azf45i87prm,linkedin_20251117_06.csv,2025-11-17T06:03:00+00:00
li_acct_6,li_cg_67,li_camp_168,li_cre_838,,2025-11-23T12:00:00+00:00,2025-11-23T13:00:00+00:00,Moble,Right Rail,CAROUSEL,,,,,,,,105,7,0.041837,PHP,ENRICHED,DRAFT,,2025-11-24T00:00:00+00:00,row_zmgg2o8t8fj1,hash_hhi72gqn0euss6,linkedin_20251123_12.csv,2025-11-23T18:46:00+00:00
li_acct_18,li_cg_37,li_camp_121,li_cre_2590,,2025-10-03T14:00:00+00:00,2025-10-03T15:00:00+00:00,Mobile,Right Rail,EVENT_AD,,,,,,,,625,4,0.872682,USD,PUBLISHED,PAUSED,,2025-10-04T02:00:00+00:00,row_f3mqmftrc1mq,hash_at5shsvmobqst0,linkedin_20251003_14.csv,2025-10-03T20:36:00+00:00
li_acct_2,li_cg_47,li_camp_56,li_cre_824,li_sh_119,2025-11-11T13:00:00+00:00,2025-11-11T14:00:00+00:00,Mobile,Right Rail,EVENT_AD,,,,,,,,71,3,0.053093,USD,PUBLISHED,ACTIVE,,2025-11-12T13:00:00+00:00,row_bvkme7por8r3,hash_cggta89r5c6cvn,linkedin_20251111_13.csv,2025-11-11T15:53:00+00:00
li_acct_13,li_cg_80,li_camp_140,li_cre_1041,,2025-11-28T19:00:00+00:00,2025-11-28T20:00:00+00:00,Other,Audience Network,VIDEO,20.0,22.0,4.0,10.0,4.0,,10.15,95,0,0.05707,PHP,VALIDATED,ACTIVE,,2025-11-29T19:00:00+00:00,row_b2ixgoi1xg67,hash_mhwunfbgv9i03v,linkedin_20251128_19.csv,2025-11-28T19:09:00+00:00
li_acct_3,li_cg_16,li_camp_82,li_cre_2616,li_sh_768,2025-10-26T06:00:00+00:00,2025-10-26T07:00:00+00:00,Other,Audience Network,CAROUSEL,,,,,,,,300,10,0.147744,AUD,VALIDATED,PAUSED,,2025-10-26T08:00:00+00:00,row_wod8q67kwln5,hash_98sva7vuxlc04n,linkedin_20251026_06.csv,2025-10-26T07:15:00+00:00
li_acct_1,li_cg_48,li_camp_160,li_cre_2758,,2025-11-29T04:00:00+00:00,2025-11-29T05:00:00+00:00,Moble,Audience Network,VIDEO,12.0,145.0,40.0,127.0,48.0,55.0,0.98,257,11,0.110475,SGD,ENRICHED,LIMITED,,2025-11-29T06:00:00+00:00,row_uqwd2ka29oiq,hash_vmyw9jl8i2g16n,linkedin_20251129_04.csv,2025-11-29T05:52:00+00:00
li_acct_20,li_cg_50,li_camp_128,li_cre_1934,,2025-11-22T11:00:00+00:00,2025-11-22T12:00:00+00:00,Moble,Audience Network,CAROUSEL,,,,,,,,131,2,0.117822,PHP,PUBLISHED,ACTIVE,,2025-11-22T13:00:00+00:00,row_j4l3xm2lqbx0,hash_30pb2xr75c0lwv,linkedin_20251122_11.csv,2025-11-23T11:53:00+00:00
li_acct_7,li_cg_37,li_camp_22,li_cre_2400,li_sh_241,2025-11-07T05:00:00+00:00,2025-11-07T06:00:00+00:00,Desktop,Right Rail,EVENT_AD,,,,,,,,171,3,0.022368,USD,VALIDATED,ACTIVE,,2025-11-07T07:00:00+00:00,row_jzq2kv0z9btj,hash_2pz0v0vh25zxi5,linkedin_20251107_05.csv,2025-11-09T05:16:00+00:00
li_acct_1,li_cg_68,li_camp_82,li_cre_2237,li_sh_161,2025-12-20T22:00:00+00:00,2025-12-20T23:00:00+00:00,Mobile,Feed,MESSAGE_AD,,,,,,,,128,5,0.130331,SGD,PUBLISHED,ACTIVE,,2025-12-21T10:00:00+00:00,row_x71ryup9tu52,hash_xxezcvcc3ik1ru,linkedin_20251220_22.csv,2025-12-21T22:06:00+00:00
li_acct_5,li_cg_72,li_camp_75,li_cre_2180,,2025-10-31T01:00:00+00:00,2025-10-31T02:00:00+00:00,Moble,Audience Network,EVENT_AD,,,,,,,,83,1,0.046795,USD,VALIDATED,ACTIVE,,2025-10-31T13:00:00+00:00,row_cystfv8fn5g7,hash_pmxsdy8sy7b8fi,linkedin_20251031_01.csv,2025-11-01T01:21:00+00:00
li_acct_3,li_cg_57,li_camp_94,li_cre_1795,li_sh_698,2025-12-29T03:00:00+00:00,2025-12-29T04:00:00+00:00,Desktop,Feed,MESSAGE_AD,,,,,,,,274,6,0.130668,AUD,PUBLISHED,DISAPPROVED,,2025-12-30T03:00:00+00:00,row_2x64dxmm7j6o,hash_b4gol9mmajqmki,linkedin_20251229_03.csv,2025-12-29T05:42:00+00:00
li_acct_20,li_cg_21,li_camp_160,li_cre_80,li_sh_249,2025-12-05T01:00:00+00:00,2025-12-05T02:00:00+00:00,Moble,Audience Network,SINGLE_IMAGE,,,,,,,,246,10,0.202041,USD,RECEIVED,ACTIVE,,2025-12-06T01:00:00+00:00,row_y6ckbimro7v1,hash_csu4ajvi1to9zn,linkedin_20251205_01.csv,2025-12-05T01:51:00+00:00
li_acct_5,li_cg_14,li_camp_89,li_cre_1692,li_sh_243,2025-10-12T00:00:00+00:00,2025-10-12T01:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,358,20,0.32376,USD,ENRICHED,ACTIVE,,2025-10-12T12:00:00+00:00,row_axdwlazmxc4n,hash_ix37vsedf2hnnd,linkedin_20251012_00.csv,2025-10-12T02:50:00+00:00
li_acct_10,li_cg_56,li_camp_16,li_cre_2435,,2025-11-16T21:00:00+00:00,2025-11-16T22:00:00+00:00,Moble,Feed,EVENT_AD,,,,,,,,152,10,0.03617,USD,VALIDATED,PAUSED,,2025-11-16T21:00:00+00:00,row_q0aggfuw0ki3,hash_275si6cfwp04lx,linkedin_20251116_21.csv,2025-11-17T21:53:00+00:00
li_acct_17,,li_camp_39,li_cre_2394,,2025-09-29T17:00:00+00:00,2025-09-29T18:00:00+00:00,Desktop,Feed,CAROUSEL,,,,,,,,438,3,0.299973,AUD,VALIDATED,ACTIVE,,2025-09-29T19:00:00+00:00,row_tbnaoroi68q6,hash_ti16bmyebenszl,linkedin_20250929_17.csv,2025-09-29T19:04:00+00:00
li_acct_18,,li_camp_114,li_cre_960,,2025-11-14T12:00:00+00:00,2025-11-14T13:00:00+00:00,Desktop,Audience Network,CAROUSEL,,,,,,,,395,6,0.207926,usd,PUBLISHED,ARCHIVED,,2025-11-15T00:00:00+00:00,row_mqfdos6fm1l7,hash_fqwm8zemw35q3b,linkedin_20251114_12.csv,2025-11-15T12:40:00+00:00
li_acct_9,li_cg_73,li_camp_55,li_cre_1823,,2025-10-11T01:00:00+00:00,2025-10-11T02:00:00+00:00,Moble,Audience Network,CAROUSEL,,,,,,,,154,12,0.107066,PHP,ENRICHED,ACTIVE,,2025-10-11T13:00:00+00:00,row_gbccsilxtc16,hash_lweapd88r5hid0,linkedin_20251011_01.csv,2025-10-11T13:57:00+00:00
li_acct_13,li_cg_20,li_camp_71,li_cre_1735,,2026-01-10T21:00:00+00:00,2026-01-10T22:00:00+00:00,Mobile,Audience Network,SINGLE_IMAGE,,,,,,,,504,5,0.394359,USD,PUBLISHED,ACTIVE,,2026-01-11T21:00:00+00:00,row_vh6fue5vfsot,hash_2feq4bs51p7087,linkedin_20260110_21.csv,2026-01-11T21:45:00+00:00
li_acct_17,li_cg_55,li_camp_63,li_cre_2652,li_sh_747,2025-12-18T07:00:00+00:00,2025-12-18T08:00:00+00:00,Desktop,Feed,EVENT_AD,,,,,,,,155,7,0.051251,USD,ENRICHED,ACTIVE,,2025-12-18T07:00:00+00:00,row_kwn2724ezia9,hash_p9pep40shj3z0f,linkedin_20251218_07.csv,2025-12-18T07:22:00+00:00
li_acct_8,,li_camp_64,li_cre_2027,li_sh_155,2025-10-03T03:00:00+00:00,2025-10-03T04:00:00+00:00,Moble,Feed,VIDEO,,349.0,281.0,121.0,126.0,36.0,5.82,646,67,0.538919,PHP,VALIDATED,PAUSED,,2025-10-03T05:00:00+00:00,row_chrvlc1hc3aq,hash_0fw08h0s23r44b,linkedin_20251003_03.csv,2025-10-03T15:15:00+00:00
li_acct_4,,li_camp_129,li_cre_218,li_sh_166,2025-12-25T03:00:00+00:00,2025-12-25T04:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,406,14,0.65133,PHP,VALIDATED,ACTIVE,,2025-12-25T03:00:00+00:00,row_3npq5990lirq,hash_nejew5m54dzmyl,linkedin_20251225_03.csv,2025-12-27T03:22:00+00:00
li_acct_9,,li_camp_32,li_cre_1,li_sh_630,2025-11-18T10:00:00+00:00,2025-11-18T11:00:00+00:00,Desktop,Feed,EVENT_AD,,,,,,,,207,11,0.124706,USD,ENRICHED,ACTIVE,,2025-11-18T12:00:00+00:00,row_h91jelfouk5r,hash_i75e419mq5rdhd,linkedin_20251118_10.csv,2025-11-18T16:15:00+00:00
li_acct_2,li_cg_5,li_camp_102,li_cre_190,,2025-10-07T02:00:00+00:00,2025-10-07T03:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,270,19,0.095591,USD,ENRICHED,ACTIVE,,2025-10-07T04:00:00+00:00,row_woqfihcbxqyx,hash_yjkchom8qqfbfo,linkedin_20251007_02.csv,2025-10-07T08:26:00+00:00
li_acct_4,li_cg_57,li_camp_102,li_cre_2749,li_sh_885,2025-09-28T02:00:00+00:00,2025-09-28T03:00:00+00:00,Other,Feed,EVENT_AD,,,,,,,,304,7,0.176561,PHP,PUBLISHED,ACTIVE,,2025-09-28T14:00:00+00:00,row_92ik94ekzp7g,hash_ybl2mou1529pnf,linkedin_20250928_02.csv,2025-09-30T02:40:00+00:00
li_acct_15,li_cg_10,li_camp_51,li_cre_1329,,2025-09-26T09:00:00+00:00,2025-09-26T10:00:00+00:00,Desktop,Right Rail,MESSAGE_AD,,,,,,,,163,4,0.050803,USD,ENRICHED,ACTIVE,,2025-09-26T11:00:00+00:00,row_hvex0e2avvln,hash_o7z5do1falfm2k,linkedin_20250926_09.csv,2025-09-26T09:36:00+00:00
li_acct_16,li_cg_59,li_camp_155,li_cre_439,li_sh_265,2026-01-03T23:00:00+00:00,2026-01-04T00:00:00+00:00,Other,Audience Network,VIDEO,,16.0,5.0,4.0,4.0,7.0,3.77,185,299,0.151915,SGD,QUARANTINED,ACTIVE,CLICKS_GT_IMPRESSIONS,2026-01-04T23:00:00+00:00,row_y8ph0rn52mww,hash_vz8rxrl4hlg3gw,linkedin_20260103_23.csv,2026-01-04T00:10:00+00:00
li_acct_13,li_cg_35,li_camp_155,li_cre_517,,2025-10-06T16:00:00+00:00,2025-10-06T17:00:00+00:00,Moble,Right Rail,VIDEO,30.0,0.0,0.0,0.0,0.0,0.0,8.88,99,4,0.172715,EUR,PUBLISHED,ACTIVE,,2025-10-06T18:00:00+00:00,row_33tkqhn5xhh9,hash_i0wt5v8xaurd7c,linkedin_20251006_16.csv,2025-10-06T17:22:00+00:00
li_acct_9,,li_camp_143,li_cre_928,li_sh_160,2025-10-27T02:00:00+00:00,2025-10-27T03:00:00+00:00,Moble,Audience Network,VIDEO,,46.0,22.0,6.0,17.0,5.0,32.38,119,4,0.121184,EUR,RECEIVED,ACTIVE,,2025-10-27T04:00:00+00:00,row_b3ektjddhg5s,hash_rae9qfy6wmlfqd,linkedin_20251027_02.csv,2025-10-27T02:49:00+00:00
li_acct_7,li_cg_63,li_camp_11,li_cre_784,li_sh_609,2025-11-17T05:00:00+00:00,2025-11-17T06:00:00+00:00,Moble,Audience Network,VIDEO,,1.0,0.0,0.0,0.0,0.0,10.15,27,2,0.004583,USD,ENRICHED,ARCHIVED,,2025-11-17T05:00:00+00:00,row_azysl4q0sk1s,hash_v1yqjeot0mp4mw,linkedin_20251117_05.csv,2025-11-17T05:25:00+00:00
li_acct_8,li_cg_34,li_camp_44,li_cre_1375,,2025-12-09T22:00:00+00:00,2025-12-09T23:00:00+00:00,Moble,Right Rail,MESSAGE_AD,,,,,,,,236,7,0.325143,USD,VALIDATED,ACTIVE,,2025-12-09T22:00:00+00:00,row_u1likbzq8c7d,hash_u557i4gudreadp,linkedin_20251209_22.csv,2025-12-10T10:07:00+00:00
li_acct_19,li_cg_74,li_camp_114,li_cre_1121,,2026-01-04T20:00:00+00:00,2026-01-04T21:00:00+00:00,Other,Right Rail,VIDEO,45.0,21.0,9.0,9.0,5.0,12.0,19.87,86,0,0.046836,USD,VALIDATED,ACTIVE,,2026-01-05T20:00:00+00:00,row_gdw6k1d4nfls,hash_mk6krecfd43s98,linkedin_20260104_20.csv,2026-01-04T21:07:00+00:00
li_acct_15,li_cg_76,li_camp_95,li_cre_1527,,2025-09-29T17:00:00+00:00,2025-09-29T18:00:00+00:00,Other,Right Rail,MESSAGE_AD,,,,,,,,273,5,0.100967,PHP,PUBLISHED,ARCHIVED,,2025-09-30T17:00:00+00:00,row_roze7i68lcd3,hash_vkc386406ag6gd,linkedin_20250929_17.csv,2025-09-29T19:42:00+00:00
li_acct_13,li_cg_31,li_camp_179,li_cre_404,,2025-11-05T23:00:00+00:00,2025-11-06T00:00:00+00:00,Mobile,Right Rail,CAROUSEL,,,,,,,,67,0,0.069535,SGD,PUBLISHED,ACTIVE,,2025-11-06T23:00:00+00:00,row_clibp9c9dxwa,hash_rvfcs50diz1l40,linkedin_20251105_23.csv,2025-11-06T23:17:00+00:00
li_acct_16,,li_camp_38,li_cre_789,,2025-10-15T10:00:00+00:00,2025-10-15T11:00:00+00:00,Desktop,Feed,EVENT_AD,,,,,,,,90,6,0.013936,AUD,ENRICHED,ACTIVE,,2025-10-15T10:00:00+00:00,row_qhdmx91u7pqa,hash_i5jgidzf2fmqhk,linkedin_20251015_10.csv,2025-10-15T12:53:00+00:00
li_acct_2,li_cg_16,li_camp_77,li_cre_2374,,2025-10-09T08:00:00+00:00,2025-10-09T09:00:00+00:00,Desktop,Audience Network,CAROUSEL,,,,,,,,273,17,0.35086,PHP,PUBLISHED,ACTIVE,,2025-10-09T20:00:00+00:00,row_tnxjf0ky7x5x,hash_wrnwed49k3ouqc,linkedin_20251009_08.csv,2025-10-09T10:48:00+00:00
li_acct_9,,li_camp_77,li_cre_2753,li_sh_406,2025-10-08T11:00:00+00:00,2025-10-08T12:00:00+00:00,Other,Audience Network,VIDEO,8.0,4.0,1.0,0.0,0.0,,4.03,124,11,0.199049,USD,VALIDATED,ACTIVE,,2025-10-08T23:00:00+00:00,row_by7ei61yenux,hash_56q49oftkncuft,linkedin_20251008_11.csv,2025-10-10T11:33:00+00:00
li_acct_10,,li_camp_97,li_cre_1483,,2025-10-20T03:00:00+00:00,2025-10-20T04:00:00+00:00,Mobile,Audience Network,SINGLE_IMAGE,,,,,,,,211,8,0.139416,AUD,ENRICHED,DRAFT,,2025-10-21T03:00:00+00:00,row_20xg8uink20d,hash_6cdyrpdva08cy9,linkedin_20251020_03.csv,2025-10-20T04:39:00+00:00
li_acct_17,li_cg_59,li_camp_90,li_cre_1310,li_sh_99,2025-09-19T22:00:00+00:00,2025-09-19T23:00:00+00:00,Mobile,Audience Network,VIDEO,,30.0,19.0,18.0,6.0,14.0,24.09,336,5,0.193415,PHP,ENRICHED,ACTIVE,,2025-09-20T22:00:00+00:00,row_ya2zguwpx3kc,hash_wuvpmqiacmfi2b,linkedin_20250919_22.csv,2025-09-19T23:25:00+00:00
li_acct_2,li_cg_6,li_camp_2,li_cre_1403,,2025-11-19T10:00:00+00:00,2025-11-19T11:00:00+00:00,Other,Feed,VIDEO,12.0,13.0,2.0,10.0,3.0,5.0,7.0,110,1,0.05598,PHP,VALIDATED,ACTIVE,,2025-11-20T10:00:00+00:00,row_ix6i4075f8id,hash_c2aswte43yrjbn,linkedin_20251119_10.csv,2025-11-19T22:42:00+00:00
li_acct_11,li_cg_28,li_camp_113,li_cre_442,,2025-11-23T23:00:00+00:00,2025-11-24T00:00:00+00:00,Mobile,Feed,EVENT_AD,,,,,,,,98,2,0.044871,PHP,VALIDATED,ACTIVE,,2025-11-24T23:00:00+00:00,row_ign8dvfusgql,hash_8v7qmwpi63tbtx,linkedin_20251123_23.csv,2025-11-24T11:27:00+00:00
li_acct_8,,li_camp_86,li_cre_717,li_sh_807,2025-10-14T19:00:00+00:00,2025-10-14T20:00:00+00:00,Other,Feed,VIDEO,,58.0,42.0,38.0,22.0,5.0,60.06,189,7,0.047124,USD,PUBLISHED,ARCHIVED,,2025-10-15T07:00:00+00:00,row_oicdah6o8km0,hash_ipc42pyftgif2g,linkedin_20251014_19.csv,2025-10-14T19:45:00+00:00
li_acct_19,,li_camp_22,li_cre_1726,li_sh_500,2026-01-01T14:00:00+00:00,2026-01-01T15:00:00+00:00,Mobile,Audience Network,MESSAGE_AD,,,,,,,,133,1,0.037512,USD,ENRICHED,DRAFT,,2026-01-01T14:00:00+00:00,row_4tlez0o0xpkw,hash_h23b6gi9v1pypr,linkedin_20260101_14.csv,2026-01-01T14:36:00+00:00
li_acct_5,li_cg_43,li_camp_66,li_cre_1101,,2025-12-09T07:00:00+00:00,2025-12-09T08:00:00+00:00,Other,Feed,SINGLE_IMAGE,,,,,,,,130,1,0.037832,USD,ENRICHED,ACTIVE,,2025-12-09T07:00:00+00:00,row_ldqn8sdqfnko,hash_o3czws5hmk4aoi,linkedin_20251209_07.csv,2025-12-09T19:24:00+00:00
li_acct_7,li_cg_64,li_camp_20,li_cre_1549,,2026-01-14T05:00:00+00:00,2026-01-14T06:00:00+00:00,Moble,Right Rail,EVENT_AD,,,,,,,,301,14,0.054448,USD,PUBLISHED,ACTIVE,,2026-01-15T05:00:00+00:00,row_7c36uhy8f38x,hash_4dswfk6frjrryc,linkedin_20260114_05.csv,2026-01-14T05:47:00+00:00
li_acct_7,li_cg_31,li_camp_72,li_cre_482,li_sh_107,2025-10-20T18:00:00+00:00,2025-10-20T19:00:00+00:00,Desktop,Audience Network,EVENT_AD,15.0,,,,,,,117,8,0.004749,AUD,PUBLISHED,ACTIVE,,2025-10-21T18:00:00+00:00,row_5ohfdu292tzh,hash_g9hwwxbbc7rs1u,linkedin_20251020_18.csv,2025-10-21T06:58:00+00:00
